SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,SEASON
42012,1610612759,SAS,San Antonio Spurs,0041200402,2013-06-09,SAS @ MIA,L,241,84,32,78,0.41,10,20,0.5,10,14,0.714,15,29,44,16,3,4,16,14,-19.0,2012-13
42012,1610612748,MIA,Miami Heat,0041200402,2013-06-09,MIA vs. SAS,W,241,103,41,83,0.494,10,19,0.526,11,14,0.786,9,27,36,22,9,6,6,17,19.0,2012-13
42012,1610612748,MIA,Miami Heat,0041200401,2013-06-06,MIA vs. SAS,L,240,88,34,78,0.436,8,25,0.32,12,17,0.706,9,37,46,20,4,2,8,12,-4.0,2012-13
42012,1610612759,SAS,San Antonio Spurs,0041200401,2013-06-06,SAS @ MIA,W,241,92,35,84,0.417,7,23,0.304,15,18,0.833,6,31,37,16,6,5,4,12,4.0,2012-13
42012,1610612748,MIA,Miami Heat,0041200307,2013-06-03,MIA vs. IND,W,239,99,30,77,0.39,6,16,0.375,33,38,0.868,15,28,43,14,11,5,10,22,23.0,2012-13
42012,1610612754,IND,Indiana Pacers,0041200307,2013-06-03,IND @ MIA,L,240,76,28,69,0.406,6,20,0.3,14,20,0.7,8,29,37,14,3,3,21,28,-23.0,2012-13
42012,1610612748,MIA,Miami Heat,0041200306,2013-06-01,MIA @ IND,L,239,77,26,72,0.361,10,18,0.556,15,19,0.789,9,24,33,10,10,6,13,21,-14.0,2012-13
42012,1610612754,IND,Indiana Pacers,0041200306,2013-06-01,IND vs. MIA,W,240,91,37,74,0.5,6,11,0.545,11,18,0.611,15,38,53,19,5,3,18,19,14.0,2012-13
42012,1610612754,IND,Indiana Pacers,0041200305,2013-05-30,IND @ MIA,L,241,79,31,69,0.449,5,13,0.385,12,15,0.8,6,27,33,11,6,5,17,19,-11.0,2012-13
42012,1610612748,MIA,Miami Heat,0041200305,2013-05-30,MIA vs. IND,W,240,90,38,75,0.507,7,18,0.389,7,12,0.583,6,26,32,19,6,7,10,11,11.0,2012-13
42012,1610612754,IND,Indiana Pacers,0041200304,2013-05-28,IND vs. MIA,W,240,99,35,70,0.5,3,14,0.214,26,33,0.788,15,34,49,18,3,5,12,25,7.0,2012-13
42012,1610612748,MIA,Miami Heat,0041200304,2013-05-28,MIA @ IND,L,240,92,30,77,0.39,8,23,0.348,24,27,0.889,12,18,30,15,7,5,6,30,-7.0,2012-13
42012,1610612759,SAS,San Antonio Spurs,0041200314,2013-05-27,SAS @ MEM,W,240,93,39,76,0.513,3,13,0.231,12,13,0.923,4,30,34,23,10,8,14,25,7.0,2012-13
42012,1610612763,MEM,Memphis Grizzlies,0041200314,2013-05-27,MEM vs. SAS,L,239,86,32,86,0.372,5,14,0.357,17,24,0.708,16,25,41,19,7,5,13,22,-7.0,2012-13
42012,1610612754,IND,Indiana Pacers,0041200303,2013-05-26,IND vs. MIA,L,239,96,29,73,0.397,8,14,0.571,30,44,0.682,18,27,45,16,1,3,10,25,-18.0,2012-13
42012,1610612748,MIA,Miami Heat,0041200303,2013-05-26,MIA @ IND,W,239,114,42,77,0.545,6,14,0.429,24,28,0.857,6,30,36,21,6,5,5,30,18.0,2012-13
42012,1610612763,MEM,Memphis Grizzlies,0041200313,2013-05-25,MEM vs. SAS,L,265,93,38,97,0.392,7,20,0.35,10,18,0.556,19,29,48,18,10,6,10,24,-11.0,2012-13
42012,1610612759,SAS,San Antonio Spurs,0041200313,2013-05-25,SAS @ MEM,W,265,104,41,82,0.5,6,18,0.333,16,22,0.727,13,37,50,20,6,7,17,21,11.0,2012-13
